DATE      	CROP           	TOTAL BIOMASS  	ROOT BIOMASS   	GRAIN YIELD    	FORAGE YIELD   	AG RESIDUE     	HARVEST INDEX  	POTENTIAL TR   	ACTUAL TR      	SOIL EVAP      	TOTAL N        	ROOT N         	GRAIN N        	FORAGE N       	CUM. N STRESS  	N IN HARVEST   	N IN RESIDUE   	N CONCN FORAGE 
YYYY-MM-DD	-              	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/Mg          	mm             	mm             	mm             	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	-              	kg/ha          	kg/ha          	%              
1984-09-27	Maize          	22.374         	2.698          	11.618         	0.000          	8.059          	0.5904         	364.20         	358.74         	170.42         	0.221          	0.0225         	0.1513         	0.000          	0.000          	151.305        	69.817         	0.000          	
1985-05-11	RyeBioenergyBS 	8.187          	1.305          	1.435          	4.902          	0.545          	0.2085         	188.29         	188.29         	84.53          	0.095          	0.0068         	0.0309         	0.052          	0.133          	82.553         	12.576         	1.054          	
1985-09-26	Soybean        	10.284         	1.260          	3.021          	0.000          	6.004          	0.3347         	319.82         	293.65         	148.50         	0.288          	0.0124         	0.1503         	0.000          	0.000          	150.253        	137.892        	0.000          	
1986-04-28	RyeBioenergyBM 	5.465          	1.050          	0.000          	3.973          	0.441          	0.0000         	109.19         	109.19         	101.02         	0.089          	0.0060         	0.0000         	0.074          	0.056          	74.366         	14.287         	1.872          	
1986-09-24	Maize          	21.605         	2.752          	11.237         	0.000          	7.617          	0.5960         	387.35         	362.70         	111.03         	0.240          	0.0227         	0.1664         	0.000          	0.000          	166.415        	73.898         	0.000          	
1987-05-11	RyeBioenergyBS 	6.908          	1.252          	0.000          	5.090          	0.566          	0.0000         	128.42         	128.42         	120.17         	0.105          	0.0072         	0.0000         	0.088          	0.041          	87.688         	16.965         	1.723          	
1987-09-27	Soybean        	8.640          	1.079          	2.468          	0.000          	5.092          	0.3264         	308.26         	260.38         	122.49         	0.256          	0.0107         	0.1311         	0.000          	0.000          	131.088        	125.015        	0.000          	
1988-04-28	RyeBioenergyBM 	4.820          	1.101          	0.000          	3.348          	0.372          	0.0000         	87.11          	87.11          	123.84         	0.085          	0.0065         	0.0000         	0.070          	0.033          	70.287         	14.321         	2.100          	
1988-09-28	Maize          	17.698         	2.194          	9.472          	0.000          	6.032          	0.6110         	389.98         	307.38         	156.18         	0.221          	0.0179         	0.1572         	0.000          	0.000          	157.183        	64.240         	0.000          	
1989-05-11	RyeBioenergyBS 	6.200          	1.208          	0.000          	4.493          	0.499          	0.0000         	112.17         	112.17         	119.50         	0.111          	0.0076         	0.0000         	0.093          	0.020          	92.901         	17.969         	2.068          	
1989-09-25	Soybean        	9.541          	1.193          	2.752          	0.000          	5.595          	0.3297         	283.22         	257.22         	132.04         	0.280          	0.0118         	0.1444         	0.000          	0.000          	144.406        	135.554        	0.000          	
1990-04-28	RyeBioenergyBM 	5.913          	1.178          	0.000          	4.262          	0.474          	0.0000         	108.91         	108.91         	115.06         	0.096          	0.0070         	0.0000         	0.080          	0.037          	79.957         	15.867         	1.876          	
1990-09-18	Maize          	19.128         	2.484          	9.631          	0.000          	7.014          	0.5786         	355.08         	313.09         	140.08         	0.228          	0.0213         	0.1563         	0.000          	0.000          	156.303        	71.915         	0.000          	
1991-05-11	RyeBioenergyBS 	8.568          	1.324          	1.360          	5.296          	0.588          	0.1877         	154.82         	154.82         	117.15         	0.115          	0.0078         	0.0336         	0.067          	0.070          	100.140        	15.163         	1.256          	
